flight_number,date,STD,ATD,destination,aircraft,airline,airline_code,STD_minutes,ATD_minutes,departure_delay,scheduled_hour,day_of_week,is_weekend,delay_category,is_peak_hour,route_type
6E7054,2025-08-19,21:30,21:43,Pune (PNQ),A320,IndiGo,"('6E', 'IndiGo', 0.4)",1290,1303,13,21,1,False,On Time,False,Domestic
6E4542,2025-08-19,18:30,19:02,Delhi (DEL),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1110,1142,32,18,1,False,Major Delay,True,Domestic
6E4314,2025-08-19,14:45,14:50,Bengaluru (BLR),A350,IndiGo,"('6E', 'IndiGo', 0.4)",885,890,5,14,1,False,On Time,False,Domestic
SG9559,2025-08-19,07:00,07:21,Hyderabad (HYD),B787,SpiceJet,"('SG', 'SpiceJet', 0.12)",420,441,21,7,1,False,Minor Delay,True,Domestic
6E6129,2025-08-19,17:00,17:02,Ahmedabad (AMD),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1020,1022,2,17,1,False,On Time,True,Domestic
AI4918,2025-08-19,06:15,06:34,Delhi (DEL),B787,Air India,"('AI', 'Air India', 0.3)",375,394,19,6,1,False,Minor Delay,True,Domestic
6E8025,2025-08-19,23:15,23:29,Kolkata (CCU),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1395,1409,14,23,1,False,On Time,False,Domestic
6E9754,2025-08-19,09:15,10:07,Delhi (DEL),A320,IndiGo,"('6E', 'IndiGo', 0.4)",555,607,52,9,1,False,Major Delay,True,Domestic
UK8457,2025-08-19,23:45,23:53,Bengaluru (BLR),B737,Vistara,"('UK', 'Vistara', 0.1)",1425,1433,8,23,1,False,On Time,False,Domestic
UK7283,2025-08-19,16:15,16:48,Delhi (DEL),B737,Vistara,"('UK', 'Vistara', 0.1)",975,1008,33,16,1,False,Major Delay,False,Domestic
AI9227,2025-08-19,21:30,21:30,Delhi (DEL),B738,Air India,"('AI', 'Air India', 0.3)",1290,1290,0,21,1,False,Early,False,Domestic
6E7946,2025-08-19,13:00,13:16,Kolkata (CCU),A320,IndiGo,"('6E', 'IndiGo', 0.4)",780,796,16,13,1,False,Minor Delay,False,Domestic
6E7638,2025-08-19,18:30,19:02,Hyderabad (HYD),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1110,1142,32,18,1,False,Major Delay,True,Domestic
6E1725,2025-08-19,10:45,10:57,Ahmedabad (AMD),A321,IndiGo,"('6E', 'IndiGo', 0.4)",645,657,12,10,1,False,On Time,False,Domestic
AI5708,2025-08-19,15:15,15:28,Bengaluru (BLR),A350,Air India,"('AI', 'Air India', 0.3)",915,928,13,15,1,False,On Time,False,Domestic
AI6998,2025-08-19,19:30,20:22,Goa (GOI),B737,Air India,"('AI', 'Air India', 0.3)",1170,1222,52,19,1,False,Major Delay,True,Domestic
AI8953,2025-08-19,14:30,14:51,Pune (PNQ),B787,Air India,"('AI', 'Air India', 0.3)",870,891,21,14,1,False,Minor Delay,False,Domestic
AI6994,2025-08-19,14:15,14:34,London (LHR),B777,Air India,"('AI', 'Air India', 0.3)",855,874,19,14,1,False,Minor Delay,False,International
AI7977,2025-08-19,19:15,19:43,Bengaluru (BLR),ATR72,Air India,"('AI', 'Air India', 0.3)",1155,1183,28,19,1,False,Minor Delay,True,Domestic
6E8388,2025-08-19,19:45,20:17,Bengaluru (BLR),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1185,1217,32,19,1,False,Major Delay,True,Domestic
UK3775,2025-08-19,17:00,17:17,Chennai (MAA),B737,Vistara,"('UK', 'Vistara', 0.1)",1020,1037,17,17,1,False,Minor Delay,True,Domestic
UK4791,2025-08-19,09:45,10:45,Chennai (MAA),A321,Vistara,"('UK', 'Vistara', 0.1)",585,645,60,9,1,False,Major Delay,True,Domestic
6E8676,2025-08-19,18:00,18:57,Hyderabad (HYD),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1080,1137,57,18,1,False,Major Delay,True,Domestic
6E4314,2025-08-19,11:30,11:30,Delhi (DEL),A320,IndiGo,"('6E', 'IndiGo', 0.4)",690,690,0,11,1,False,Early,False,Domestic
6E4280,2025-08-19,11:45,11:45,Goa (GOI),A320,IndiGo,"('6E', 'IndiGo', 0.4)",705,705,0,11,1,False,Early,False,Domestic
6E7489,2025-08-19,22:15,22:34,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1335,1354,19,22,1,False,Minor Delay,False,Domestic
6E5465,2025-08-19,16:15,16:37,Hyderabad (HYD),B738,IndiGo,"('6E', 'IndiGo', 0.4)",975,997,22,16,1,False,Minor Delay,False,Domestic
6E8832,2025-08-19,21:45,22:03,Kolkata (CCU),A321,IndiGo,"('6E', 'IndiGo', 0.4)",1305,1323,18,21,1,False,Minor Delay,False,Domestic
6E5915,2025-08-19,17:30,18:08,Pune (PNQ),A320,IndiGo,"('6E', 'IndiGo', 0.4)",1050,1088,38,17,1,False,Major Delay,True,Domestic
6E9315,2025-08-19,22:45,23:13,London (LHR),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1365,1393,28,22,1,False,Minor Delay,False,International
QP1594,2025-08-19,13:45,13:48,Kolkata (CCU),B777,Akasa Air,"('QP', 'Akasa Air', 0.03)",825,828,3,13,1,False,On Time,False,Domestic
QP5186,2025-08-19,05:30,05:44,Delhi (DEL),A321,Akasa Air,"('QP', 'Akasa Air', 0.03)",330,344,14,5,1,False,On Time,False,Domestic
AI3992,2025-08-19,21:00,21:00,Bengaluru (BLR),A321,Air India,"('AI', 'Air India', 0.3)",1260,1260,0,21,1,False,Early,False,Domestic
6E3739,2025-08-19,13:00,13:12,Kolkata (CCU),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",780,792,12,13,1,False,On Time,False,Domestic
6E4467,2025-08-19,05:15,05:36,Kolkata (CCU),B737,IndiGo,"('6E', 'IndiGo', 0.4)",315,336,21,5,1,False,Minor Delay,False,Domestic
SG1372,2025-08-19,23:45,00:27,Singapore (SIN),A321,SpiceJet,"('SG', 'SpiceJet', 0.12)",1425,27,-1398,23,1,False,Early,False,International
AI3407,2025-08-19,15:45,16:05,Bengaluru (BLR),B737,Air India,"('AI', 'Air India', 0.3)",945,965,20,15,1,False,Minor Delay,False,Domestic
AI8436,2025-08-19,21:00,21:12,Bengaluru (BLR),B777,Air India,"('AI', 'Air India', 0.3)",1260,1272,12,21,1,False,On Time,False,Domestic
6E6931,2025-08-19,15:15,15:38,Bengaluru (BLR),B737,IndiGo,"('6E', 'IndiGo', 0.4)",915,938,23,15,1,False,Minor Delay,False,Domestic
6E6061,2025-08-19,05:00,05:12,Bengaluru (BLR),B787,IndiGo,"('6E', 'IndiGo', 0.4)",300,312,12,5,1,False,On Time,False,Domestic
AI7111,2025-08-19,11:45,12:06,Hyderabad (HYD),B787,Air India,"('AI', 'Air India', 0.3)",705,726,21,11,1,False,Minor Delay,False,Domestic
AI7032,2025-08-19,16:30,16:54,Delhi (DEL),A350,Air India,"('AI', 'Air India', 0.3)",990,1014,24,16,1,False,Minor Delay,False,Domestic
AI9936,2025-08-19,21:00,21:12,Chennai (MAA),B777,Air India,"('AI', 'Air India', 0.3)",1260,1272,12,21,1,False,On Time,False,Domestic
6E4759,2025-08-20,11:45,12:03,Delhi (DEL),A321,IndiGo,"('6E', 'IndiGo', 0.4)",705,723,18,11,2,False,Minor Delay,False,Domestic
6E8064,2025-08-20,05:45,06:06,Hyderabad (HYD),A320,IndiGo,"('6E', 'IndiGo', 0.4)",345,366,21,5,2,False,Minor Delay,False,Domestic
UK7401,2025-08-20,19:45,20:21,Bengaluru (BLR),B738,Vistara,"('UK', 'Vistara', 0.1)",1185,1221,36,19,2,False,Major Delay,True,Domestic
AI4359,2025-08-20,07:30,07:41,Bengaluru (BLR),ATR72,Air India,"('AI', 'Air India', 0.3)",450,461,11,7,2,False,On Time,True,Domestic
SG3898,2025-08-20,15:30,15:37,Goa (GOI),A350,SpiceJet,"('SG', 'SpiceJet', 0.12)",930,937,7,15,2,False,On Time,False,Domestic
AI7335,2025-08-20,10:15,10:15,Pune (PNQ),B777,Air India,"('AI', 'Air India', 0.3)",615,615,0,10,2,False,Early,False,Domestic
AI3915,2025-08-20,13:30,13:30,Bengaluru (BLR),A320,Air India,"('AI', 'Air India', 0.3)",810,810,0,13,2,False,Early,False,Domestic
AI7813,2025-08-20,08:15,08:49,Delhi (DEL),ATR72,Air India,"('AI', 'Air India', 0.3)",495,529,34,8,2,False,Major Delay,True,Domestic
SG1240,2025-08-20,15:00,15:10,Bengaluru (BLR),B777,SpiceJet,"('SG', 'SpiceJet', 0.12)",900,910,10,15,2,False,On Time,False,Domestic
QP7006,2025-08-20,16:00,16:11,Delhi (DEL),B787,Akasa Air,"('QP', 'Akasa Air', 0.03)",960,971,11,16,2,False,On Time,False,Domestic
6E1041,2025-08-20,21:45,21:50,London (LHR),A321,IndiGo,"('6E', 'IndiGo', 0.4)",1305,1310,5,21,2,False,On Time,False,International
6E5291,2025-08-20,09:15,09:48,Chennai (MAA),B738,IndiGo,"('6E', 'IndiGo', 0.4)",555,588,33,9,2,False,Major Delay,True,Domestic
AI2715,2025-08-20,09:15,09:59,London (LHR),B787,Air India,"('AI', 'Air India', 0.3)",555,599,44,9,2,False,Major Delay,True,International
6E3838,2025-08-20,05:00,05:24,Bengaluru (BLR),B737,IndiGo,"('6E', 'IndiGo', 0.4)",300,324,24,5,2,False,Minor Delay,False,Domestic
6E9420,2025-08-20,11:45,11:59,Bengaluru (BLR),A321,IndiGo,"('6E', 'IndiGo', 0.4)",705,719,14,11,2,False,On Time,False,Domestic
6E6951,2025-08-20,07:30,07:52,Delhi (DEL),B738,IndiGo,"('6E', 'IndiGo', 0.4)",450,472,22,7,2,False,Minor Delay,True,Domestic
QP9081,2025-08-20,16:15,16:18,Delhi (DEL),A350,Akasa Air,"('QP', 'Akasa Air', 0.03)",975,978,3,16,2,False,On Time,False,Domestic
AI8657,2025-08-20,09:15,09:49,Delhi (DEL),B777,Air India,"('AI', 'Air India', 0.3)",555,589,34,9,2,False,Major Delay,True,Domestic
6E7390,2025-08-20,09:15,09:33,Delhi (DEL),A320,IndiGo,"('6E', 'IndiGo', 0.4)",555,573,18,9,2,False,Minor Delay,True,Domestic
QP6086,2025-08-20,17:30,17:58,Bengaluru (BLR),B737,Akasa Air,"('QP', 'Akasa Air', 0.03)",1050,1078,28,17,2,False,Minor Delay,True,Domestic
AI1726,2025-08-20,15:00,15:30,Chennai (MAA),B787,Air India,"('AI', 'Air India', 0.3)",900,930,30,15,2,False,Minor Delay,False,Domestic
6E5429,2025-08-20,07:15,07:36,Bengaluru (BLR),B738,IndiGo,"('6E', 'IndiGo', 0.4)",435,456,21,7,2,False,Minor Delay,True,Domestic
6E3061,2025-08-20,09:30,10:17,Delhi (DEL),A350,IndiGo,"('6E', 'IndiGo', 0.4)",570,617,47,9,2,False,Major Delay,True,Domestic
6E5647,2025-08-20,11:00,11:01,Delhi (DEL),A321,IndiGo,"('6E', 'IndiGo', 0.4)",660,661,1,11,2,False,On Time,False,Domestic
UK1682,2025-08-20,09:00,09:11,Delhi (DEL),A320,Vistara,"('UK', 'Vistara', 0.1)",540,551,11,9,2,False,On Time,True,Domestic
AI5101,2025-08-20,10:15,10:22,Chennai (MAA),ATR72,Air India,"('AI', 'Air India', 0.3)",615,622,7,10,2,False,On Time,False,Domestic
QP3377,2025-08-20,07:30,07:47,Delhi (DEL),B737,Akasa Air,"('QP', 'Akasa Air', 0.03)",450,467,17,7,2,False,Minor Delay,True,Domestic
AI1931,2025-08-20,12:00,12:06,Bengaluru (BLR),B777,Air India,"('AI', 'Air India', 0.3)",720,726,6,12,2,False,On Time,False,Domestic
6E5234,2025-08-20,21:30,21:45,Chennai (MAA),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1290,1305,15,21,2,False,On Time,False,Domestic
AI1774,2025-08-20,09:30,09:43,Bengaluru (BLR),A350,Air India,"('AI', 'Air India', 0.3)",570,583,13,9,2,False,On Time,True,Domestic
6E1840,2025-08-20,09:15,10:03,Delhi (DEL),A320,IndiGo,"('6E', 'IndiGo', 0.4)",555,603,48,9,2,False,Major Delay,True,Domestic
AI9291,2025-08-20,10:30,10:41,Kolkata (CCU),ATR72,Air India,"('AI', 'Air India', 0.3)",630,641,11,10,2,False,On Time,False,Domestic
6E5043,2025-08-20,20:30,20:56,Kolkata (CCU),A321,IndiGo,"('6E', 'IndiGo', 0.4)",1230,1256,26,20,2,False,Minor Delay,True,Domestic
IX3120,2025-08-20,08:15,08:49,Chennai (MAA),A350,Air India Express,"('IX', 'Air India Express', 0.05)",495,529,34,8,2,False,Major Delay,True,Domestic
6E2373,2025-08-20,18:15,18:37,Ahmedabad (AMD),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1095,1117,22,18,2,False,Minor Delay,True,Domestic
6E9464,2025-08-20,23:30,23:44,Dubai (DXB),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1410,1424,14,23,2,False,On Time,False,International
SG9212,2025-08-20,10:15,10:23,Delhi (DEL),A321,SpiceJet,"('SG', 'SpiceJet', 0.12)",615,623,8,10,2,False,On Time,False,Domestic
IX7092,2025-08-20,13:15,13:15,Bengaluru (BLR),B737,Air India Express,"('IX', 'Air India Express', 0.05)",795,795,0,13,2,False,Early,False,Domestic
UK8171,2025-08-20,19:45,20:32,Pune (PNQ),B777,Vistara,"('UK', 'Vistara', 0.1)",1185,1232,47,19,2,False,Major Delay,True,Domestic
QP9575,2025-08-20,08:00,08:23,Delhi (DEL),A320,Akasa Air,"('QP', 'Akasa Air', 0.03)",480,503,23,8,2,False,Minor Delay,True,Domestic
UK4616,2025-08-20,14:15,14:15,Hyderabad (HYD),B738,Vistara,"('UK', 'Vistara', 0.1)",855,855,0,14,2,False,Early,False,Domestic
6E3486,2025-08-20,18:30,19:02,Delhi (DEL),A320,IndiGo,"('6E', 'IndiGo', 0.4)",1110,1142,32,18,2,False,Major Delay,True,Domestic
SG1351,2025-08-20,16:00,16:08,Delhi (DEL),A350,SpiceJet,"('SG', 'SpiceJet', 0.12)",960,968,8,16,2,False,On Time,False,Domestic
6E2729,2025-08-20,14:15,14:15,Chennai (MAA),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",855,855,0,14,2,False,Early,False,Domestic
AI2671,2025-08-20,08:45,09:38,Bengaluru (BLR),ATR72,Air India,"('AI', 'Air India', 0.3)",525,578,53,8,2,False,Major Delay,True,Domestic
6E5464,2025-08-20,18:45,19:17,Chennai (MAA),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1125,1157,32,18,2,False,Major Delay,True,Domestic
QP1002,2025-08-20,20:45,21:37,Bengaluru (BLR),B777,Akasa Air,"('QP', 'Akasa Air', 0.03)",1245,1297,52,20,2,False,Major Delay,True,Domestic
6E8910,2025-08-20,20:15,20:35,Hyderabad (HYD),B777,IndiGo,"('6E', 'IndiGo', 0.4)",1215,1235,20,20,2,False,Minor Delay,True,Domestic
SG5774,2025-08-20,07:30,08:08,Chennai (MAA),B777,SpiceJet,"('SG', 'SpiceJet', 0.12)",450,488,38,7,2,False,Major Delay,True,Domestic
UK6053,2025-08-20,08:45,09:25,Chennai (MAA),B777,Vistara,"('UK', 'Vistara', 0.1)",525,565,40,8,2,False,Major Delay,True,Domestic
AI1416,2025-08-20,23:30,23:30,Delhi (DEL),A321,Air India,"('AI', 'Air India', 0.3)",1410,1410,0,23,2,False,Early,False,Domestic
SG5384,2025-08-20,09:30,09:50,Bengaluru (BLR),A321,SpiceJet,"('SG', 'SpiceJet', 0.12)",570,590,20,9,2,False,Minor Delay,True,Domestic
QP5153,2025-08-20,12:15,12:28,Delhi (DEL),ATR72,Akasa Air,"('QP', 'Akasa Air', 0.03)",735,748,13,12,2,False,On Time,False,Domestic
6E5162,2025-08-20,10:00,10:21,Kolkata (CCU),B738,IndiGo,"('6E', 'IndiGo', 0.4)",600,621,21,10,2,False,Minor Delay,False,Domestic
IX1872,2025-08-20,15:00,15:02,Chennai (MAA),A321,Air India Express,"('IX', 'Air India Express', 0.05)",900,902,2,15,2,False,On Time,False,Domestic
UK4325,2025-08-20,16:15,16:19,Goa (GOI),ATR72,Vistara,"('UK', 'Vistara', 0.1)",975,979,4,16,2,False,On Time,False,Domestic
AI2284,2025-08-20,22:15,22:15,Chennai (MAA),A350,Air India,"('AI', 'Air India', 0.3)",1335,1335,0,22,2,False,Early,False,Domestic
6E3593,2025-08-20,09:45,09:56,Chennai (MAA),B787,IndiGo,"('6E', 'IndiGo', 0.4)",585,596,11,9,2,False,On Time,True,Domestic
6E3148,2025-08-20,21:00,21:14,Goa (GOI),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1260,1274,14,21,2,False,On Time,False,Domestic
6E8193,2025-08-20,05:15,05:27,Dubai (DXB),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",315,327,12,5,2,False,On Time,False,International
AI9495,2025-08-20,19:45,19:50,Chennai (MAA),B737,Air India,"('AI', 'Air India', 0.3)",1185,1190,5,19,2,False,On Time,True,Domestic
6E4453,2025-08-20,15:15,15:21,Delhi (DEL),A350,IndiGo,"('6E', 'IndiGo', 0.4)",915,921,6,15,2,False,On Time,False,Domestic
6E3311,2025-08-20,14:00,14:00,Hyderabad (HYD),B737,IndiGo,"('6E', 'IndiGo', 0.4)",840,840,0,14,2,False,Early,False,Domestic
6E7472,2025-08-20,14:15,14:22,Bangkok (BKK),A350,IndiGo,"('6E', 'IndiGo', 0.4)",855,862,7,14,2,False,On Time,False,International
UK6576,2025-08-20,16:15,16:15,Jaipur (JAI),A321,Vistara,"('UK', 'Vistara', 0.1)",975,975,0,16,2,False,Early,False,Domestic
AI4908,2025-08-20,22:30,22:43,Bangkok (BKK),B738,Air India,"('AI', 'Air India', 0.3)",1350,1363,13,22,2,False,On Time,False,International
SG7584,2025-08-20,16:15,16:44,Delhi (DEL),B787,SpiceJet,"('SG', 'SpiceJet', 0.12)",975,1004,29,16,2,False,Minor Delay,False,Domestic
6E9427,2025-08-20,21:15,21:21,Delhi (DEL),A320,IndiGo,"('6E', 'IndiGo', 0.4)",1275,1281,6,21,2,False,On Time,False,Domestic
6E8300,2025-08-20,09:15,09:37,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",555,577,22,9,2,False,Minor Delay,True,Domestic
6E9426,2025-08-20,22:15,22:41,Delhi (DEL),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1335,1361,26,22,2,False,Minor Delay,False,Domestic
AI7960,2025-08-20,21:45,21:59,Delhi (DEL),A321,Air India,"('AI', 'Air India', 0.3)",1305,1319,14,21,2,False,On Time,False,Domestic
AI1329,2025-08-20,10:00,10:13,Bengaluru (BLR),B777,Air India,"('AI', 'Air India', 0.3)",600,613,13,10,2,False,On Time,False,Domestic
IX2614,2025-08-20,12:30,13:03,Hyderabad (HYD),A350,Air India Express,"('IX', 'Air India Express', 0.05)",750,783,33,12,2,False,Major Delay,False,Domestic
UK9252,2025-08-20,13:30,13:39,Bengaluru (BLR),A350,Vistara,"('UK', 'Vistara', 0.1)",810,819,9,13,2,False,On Time,False,Domestic
AI4202,2025-08-20,13:45,13:45,Cochin (COK),A350,Air India,"('AI', 'Air India', 0.3)",825,825,0,13,2,False,Early,False,Domestic
6E9040,2025-08-20,11:00,11:25,Pune (PNQ),A321,IndiGo,"('6E', 'IndiGo', 0.4)",660,685,25,11,2,False,Minor Delay,False,Domestic
6E1777,2025-08-20,18:45,19:13,Ahmedabad (AMD),B777,IndiGo,"('6E', 'IndiGo', 0.4)",1125,1153,28,18,2,False,Minor Delay,True,Domestic
SG6867,2025-08-20,09:30,09:45,Hyderabad (HYD),A350,SpiceJet,"('SG', 'SpiceJet', 0.12)",570,585,15,9,2,False,On Time,True,Domestic
AI5538,2025-08-20,11:45,12:00,Delhi (DEL),A350,Air India,"('AI', 'Air India', 0.3)",705,720,15,11,2,False,On Time,False,Domestic
UK9076,2025-08-20,15:15,15:26,Pune (PNQ),A321,Vistara,"('UK', 'Vistara', 0.1)",915,926,11,15,2,False,On Time,False,Domestic
UK5408,2025-08-20,20:30,21:16,Kolkata (CCU),ATR72,Vistara,"('UK', 'Vistara', 0.1)",1230,1276,46,20,2,False,Major Delay,True,Domestic
6E8093,2025-08-20,08:00,08:23,Ahmedabad (AMD),B787,IndiGo,"('6E', 'IndiGo', 0.4)",480,503,23,8,2,False,Minor Delay,True,Domestic
AI4711,2025-08-20,05:00,05:11,Chennai (MAA),B777,Air India,"('AI', 'Air India', 0.3)",300,311,11,5,2,False,On Time,False,Domestic
AI8452,2025-08-20,17:45,17:45,Chennai (MAA),A320,Air India,"('AI', 'Air India', 0.3)",1065,1065,0,17,2,False,Early,True,Domestic
AI9669,2025-08-20,12:45,13:02,Chennai (MAA),B787,Air India,"('AI', 'Air India', 0.3)",765,782,17,12,2,False,Minor Delay,False,Domestic
6E9907,2025-08-20,23:15,23:15,Goa (GOI),A321,IndiGo,"('6E', 'IndiGo', 0.4)",1395,1395,0,23,2,False,Early,False,Domestic
6E4422,2025-08-20,18:45,18:58,Delhi (DEL),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1125,1138,13,18,2,False,On Time,True,Domestic
6E9810,2025-08-20,09:00,09:16,Hyderabad (HYD),A321,IndiGo,"('6E', 'IndiGo', 0.4)",540,556,16,9,2,False,Minor Delay,True,Domestic
6E7712,2025-08-20,10:15,10:29,Delhi (DEL),B738,IndiGo,"('6E', 'IndiGo', 0.4)",615,629,14,10,2,False,On Time,False,Domestic
AI8312,2025-08-20,07:45,07:47,Delhi (DEL),B787,Air India,"('AI', 'Air India', 0.3)",465,467,2,7,2,False,On Time,True,Domestic
IX1079,2025-08-20,20:00,20:15,Ahmedabad (AMD),A320,Air India Express,"('IX', 'Air India Express', 0.05)",1200,1215,15,20,2,False,On Time,True,Domestic
6E7140,2025-08-20,06:30,07:01,Kolkata (CCU),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",390,421,31,6,2,False,Major Delay,True,Domestic
6E8948,2025-08-20,18:30,18:57,Chennai (MAA),A350,IndiGo,"('6E', 'IndiGo', 0.4)",1110,1137,27,18,2,False,Minor Delay,True,Domestic
UK3116,2025-08-20,05:00,05:14,Bengaluru (BLR),ATR72,Vistara,"('UK', 'Vistara', 0.1)",300,314,14,5,2,False,On Time,False,Domestic
UK6204,2025-08-20,17:00,17:56,Delhi (DEL),A350,Vistara,"('UK', 'Vistara', 0.1)",1020,1076,56,17,2,False,Major Delay,True,Domestic
6E2770,2025-08-20,17:15,17:42,Hyderabad (HYD),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1035,1062,27,17,2,False,Minor Delay,True,Domestic
6E8850,2025-08-20,18:15,18:15,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1095,1095,0,18,2,False,Early,True,Domestic
QP7594,2025-08-20,18:45,18:48,Goa (GOI),A321,Akasa Air,"('QP', 'Akasa Air', 0.03)",1125,1128,3,18,2,False,On Time,True,Domestic
QP7522,2025-08-20,14:00,14:01,Kolkata (CCU),B787,Akasa Air,"('QP', 'Akasa Air', 0.03)",840,841,1,14,2,False,On Time,False,Domestic
IX7406,2025-08-20,18:45,19:06,Delhi (DEL),B787,Air India Express,"('IX', 'Air India Express', 0.05)",1125,1146,21,18,2,False,Minor Delay,True,Domestic
AI9545,2025-08-20,23:45,23:52,Chennai (MAA),B777,Air India,"('AI', 'Air India', 0.3)",1425,1432,7,23,2,False,On Time,False,Domestic
SG5898,2025-08-20,15:30,15:43,Jaipur (JAI),ATR72,SpiceJet,"('SG', 'SpiceJet', 0.12)",930,943,13,15,2,False,On Time,False,Domestic
AI8047,2025-08-20,22:30,22:40,Bengaluru (BLR),B777,Air India,"('AI', 'Air India', 0.3)",1350,1360,10,22,2,False,On Time,False,Domestic
AI3465,2025-08-20,13:00,13:21,Bengaluru (BLR),A320,Air India,"('AI', 'Air India', 0.3)",780,801,21,13,2,False,Minor Delay,False,Domestic
AI3662,2025-08-20,09:15,09:24,Delhi (DEL),B787,Air India,"('AI', 'Air India', 0.3)",555,564,9,9,2,False,On Time,True,Domestic
6E6448,2025-08-20,22:00,22:18,Bengaluru (BLR),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1320,1338,18,22,2,False,Minor Delay,False,Domestic
AI7185,2025-08-20,06:00,06:00,Kolkata (CCU),A350,Air India,"('AI', 'Air India', 0.3)",360,360,0,6,2,False,Early,True,Domestic
AI9695,2025-08-20,17:00,17:07,Goa (GOI),A320,Air India,"('AI', 'Air India', 0.3)",1020,1027,7,17,2,False,On Time,True,Domestic
6E5856,2025-08-20,06:30,06:30,London (LHR),B787,IndiGo,"('6E', 'IndiGo', 0.4)",390,390,0,6,2,False,Early,True,International
6E6357,2025-08-20,23:15,23:47,Delhi (DEL),A320,IndiGo,"('6E', 'IndiGo', 0.4)",1395,1427,32,23,2,False,Major Delay,False,Domestic
6E8108,2025-08-20,07:00,07:15,Goa (GOI),B738,IndiGo,"('6E', 'IndiGo', 0.4)",420,435,15,7,2,False,On Time,True,Domestic
SG4322,2025-08-20,06:15,06:34,Kolkata (CCU),A321,SpiceJet,"('SG', 'SpiceJet', 0.12)",375,394,19,6,2,False,Minor Delay,True,Domestic
SG4391,2025-08-20,10:30,10:46,Chennai (MAA),A350,SpiceJet,"('SG', 'SpiceJet', 0.12)",630,646,16,10,2,False,Minor Delay,False,Domestic
SG5824,2025-08-20,13:30,13:35,Ahmedabad (AMD),B777,SpiceJet,"('SG', 'SpiceJet', 0.12)",810,815,5,13,2,False,On Time,False,Domestic
SG8777,2025-08-20,22:30,22:36,Dubai (DXB),A320,SpiceJet,"('SG', 'SpiceJet', 0.12)",1350,1356,6,22,2,False,On Time,False,International
6E6362,2025-08-20,15:00,15:05,Chennai (MAA),B738,IndiGo,"('6E', 'IndiGo', 0.4)",900,905,5,15,2,False,On Time,False,Domestic
SG8084,2025-08-20,12:15,12:28,Kolkata (CCU),A350,SpiceJet,"('SG', 'SpiceJet', 0.12)",735,748,13,12,2,False,On Time,False,Domestic
6E6347,2025-08-20,21:45,21:55,Bengaluru (BLR),B777,IndiGo,"('6E', 'IndiGo', 0.4)",1305,1315,10,21,2,False,On Time,False,Domestic
6E2087,2025-08-20,21:15,21:20,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1275,1280,5,21,2,False,On Time,False,Domestic
SG2162,2025-08-20,10:30,10:51,London (LHR),B737,SpiceJet,"('SG', 'SpiceJet', 0.12)",630,651,21,10,2,False,Minor Delay,False,International
6E2636,2025-08-20,08:45,09:00,Chennai (MAA),B738,IndiGo,"('6E', 'IndiGo', 0.4)",525,540,15,8,2,False,On Time,True,Domestic
AI7825,2025-08-20,08:15,08:46,Bangkok (BKK),B787,Air India,"('AI', 'Air India', 0.3)",495,526,31,8,2,False,Major Delay,True,International
6E2725,2025-08-20,12:15,12:22,Delhi (DEL),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",735,742,7,12,2,False,On Time,False,Domestic
6E2523,2025-08-20,11:15,11:48,Delhi (DEL),B738,IndiGo,"('6E', 'IndiGo', 0.4)",675,708,33,11,2,False,Major Delay,False,Domestic
UK7715,2025-08-20,13:15,13:29,Delhi (DEL),A321,Vistara,"('UK', 'Vistara', 0.1)",795,809,14,13,2,False,On Time,False,Domestic
6E6978,2025-08-20,08:15,08:57,Chennai (MAA),A350,IndiGo,"('6E', 'IndiGo', 0.4)",495,537,42,8,2,False,Major Delay,True,Domestic
6E7830,2025-08-20,06:30,06:56,Chennai (MAA),A320,IndiGo,"('6E', 'IndiGo', 0.4)",390,416,26,6,2,False,Minor Delay,True,Domestic
